Item,Amount,Minimizer,Method,Assemblers,Execution Time (seconds)
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.9253673999919556
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",11.079677599977003
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",11.268335100001423
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.2913193999847863
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",10.723839799989946
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.2948313999804668
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",10.676587499998277
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.29929679998895153
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",11.248129099985817
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.30726279999362305
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",11.31535819999408
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.3117676999827381
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",11.496446100005414
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.3957814000023063
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",11.330927300004987
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.32847469998523593
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",11.13824930001283
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.3139462000108324
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",11.326955200027442
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.319143200002145
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",14.117858599987812
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.3428937999997288
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",12.225847599998815
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.3404318999964744
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",12.015557800012175
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.32875710001098923
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",12.953090200026054
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.29166319998330437
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",12.570565600006375
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.32137239997973666
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",11.557392500020796
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.3163053000171203
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",13.277234200009843
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.35559619998093694
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",12.940051300014602
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.3413783999858424
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",10.371149100014009
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.284932700014906
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",13.520173700000015
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.34019189999997934
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",12.282380100000012
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.3100742999999966
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",11.598336600000039
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.29168350000009013
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",12.31703749999997
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",11.671052199999849
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",12.73548239999991
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.3295732000001408
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",11.718021300000146
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.34688020000021424
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",10.700843999999961
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.323613000000023
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",15.80841139999984
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.31435110000029454
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",10.424299999999675
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.27798470000016096
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",10.841264000000137
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.2999187999998867
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",10.740642899999784
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.31935040000007575
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",11.034411899999668
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.2983435000001009
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",10.511665200000152
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.30369169999994483
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",10.975641800000176
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.29976059999989957
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",13.020133600000008
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.3666187999997419
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",13.348740100000214
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.3318779999999606
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",13.009070699999938
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.3487591999992219
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",12.070911299999352
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.3202382999998008
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",13.922035499999765
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.30963270000029297
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",13.74078389999977
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.39162799999940034
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 0, 'iron-plate': 0}",2.4780596000000514
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 0, 'iron-plate': 0}",0.3031673999994382
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 0, 'iron-plate': 0}",67.18894079999973
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 0, 'iron-plate': 0}",35.47678799999994
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 0, 'iron-plate': 0}",2.421696399999746
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 0, 'iron-plate': 0}",0.33809779999955936
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 0, 'iron-plate': 0}",11.56980990000011
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 0, 'iron-plate': 0}",4.473735900006432
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 0, 'iron-plate': 0}",12.673858400004974
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 0, 'iron-plate': 0}",3.7947362000049907
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 0, 'iron-plate': 0}",2.1490687999976217
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 0, 'iron-plate': 0}",0.2126014999957988
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 0, 'iron-plate': 0}",1.8839788999976008
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 0, 'iron-plate': 0}",0.23166179999680026
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 0, 'iron-plate': 0}",1.9328935999947134
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 0, 'iron-plate': 0}",0.23906500000157394
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 0, 'iron-plate': 0}",2.19823250000627
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 0, 'iron-plate': 0}",0.9862664000029326
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 0, 'iron-plate': 0}",2.1188112999952864
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 0, 'iron-plate': 0}",0.8678865000038058
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 0, 'iron-plate': 0}",1.895849000000453
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 0, 'iron-plate': 0}",0.7915628999980981
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 0, 'iron-plate': 0}",2.0056866000013542
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 0, 'iron-plate': 0}",0.25866660000247066
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 0, 'iron-plate': 0}",2.046618000000308
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 0, 'iron-plate': 0}",0.2511928000021726
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 0, 'iron-plate': 0}",2.024322100001882
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 0, 'iron-plate': 0}",0.2678464000018721
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 0, 'iron-plate': 0}",1.970934799999668
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 0, 'iron-plate': 0}",0.24347280000074534
copper-cable,1,1,solve,"{'copper-cable': 3, 'copper-plate': 0}",1.817751099995803
copper-cable,1,1,build_belts,"{'copper-cable': 3, 'copper-plate': 0}",0.03389610000158427
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",8.819822700002987
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.3568879000013112
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",8.692970700001752
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.3297632000030717
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",8.830232700005581
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.3892259999993257
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",9.11323640000046
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.3508252000028733
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",8.022652300000118
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.3388709999999264
electronic-circuit,1,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",7.968003099999805
electronic-circuit,1,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.34065089999967313
electronic-circuit,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.9969116999999983,gurobi
electronic-circuit,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.017171600000011722,gurobi
electronic-circuit,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",1.4465036999999938,gurobi
electronic-circuit,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.019723899999974037,gurobi
electronic-circuit,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",8.201346899999407,z3
electronic-circuit,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.3664231999991898,z3
electronic-circuit,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",9.774322100000063,z3
electronic-circuit,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.3845937000005506,z3
electronic-circuit,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",9.346992200000386,z3
electronic-circuit,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.3853552000000491,z3
electronic-circuit,1,solve,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",8.79892370000016,z3
electronic-circuit,1,build_belts,"{'electronic-circuit': 2, 'copper-cable': 3, 'copper-plate': 0, 'iron-plate': 0}",0.3386270000046352,z3
electronic-circuit,1,solve,"{'electronic-circuit': 2, 'copper-cable': 2, 'copper-plate': 0, 'iron-plate': 0}",8.551379600015935,z3
electronic-circuit,1,solve,"{'electronic-circuit': 2, 'copper-cable': 2, 'copper-plate': 0, 'iron-plate': 0}",8.463119299995014,z3
electronic-circuit,1,solve,"{'electronic-circuit': 2, 'copper-cable': 2, 'copper-plate': 0, 'iron-plate': 0}",7.706362600001739,z3
copper-cable,1,solve,"{'copper-cable': 1, 'copper-plate': 0}",0.30951740001910366,z3
copper-cable,1,solve,"{'copper-cable': 1, 'copper-plate': 0}",0.24342329998034984,z3
copper-cable,1,solve,"{'copper-cable': 1, 'copper-plate': 0}",0.29876429997966625,z3
copper-cable,1,build_belts,"{'copper-cable': 1, 'copper-plate': 0}",0.05467990000033751,z3
copper-cable,1,solve,"{'copper-cable': 1, 'copper-plate': 0}",0.23162159998901188,z3
copper-cable,1,build_belts,"{'copper-cable': 1, 'copper-plate': 0}",0.036620300001231954,z3
copper-cable,1,solve,"{'copper-cable': 1, 'copper-plate': 0}",0.29206879998673685,z3
copper-cable,1,build_belts,"{'copper-cable': 1, 'copper-plate': 0}",0.038189100014278665,z3
copper-cable,1,solve,"{'copper-cable': 1, 'copper-plate': 0}",0.25269720001961105,z3
copper-cable,1,build_belts,"{'copper-cable': 1, 'copper-plate': 0}",0.04086460001417436,z3
copper-cable,1,solve,"{'copper-cable': 1, 'copper-plate': 0}",0.2549754999927245,z3
copper-cable,1,build_belts,"{'copper-cable': 1, 'copper-plate': 0}",0.03923280001617968,z3
copper-cable,1,solve,"{'copper-cable': 1, 'copper-plate': 0}",0.3053340000042226,z3
copper-cable,1,build_belts,"{'copper-cable': 1, 'copper-plate': 0}",0.0420573000155855,z3
plastic-bar,1,solve,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.8340491000271868,z3
plastic-bar,1,build_belts,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.3990615999791771,z3
plastic-bar,1,solve,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.8115170000237413,z3
plastic-bar,1,solve,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.8468375999946147,z3
plastic-bar,1,solve,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.9093543000053614,z3
copper-cable,1,solve,"{'copper-cable': 1, 'copper-plate': 0}",0.3554106999945361,z3
copper-cable,1,solve,"{'copper-cable': 1, 'copper-plate': 0}",0.28529070000513457,z3
copper-cable,1,solve,"{'copper-cable': 1, 'copper-plate': 0}",0.28745669999625534,z3
plastic-bar,1,solve,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.7775050000054762,z3
plastic-bar,1,build_belts,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.3502596000034828,z3
plastic-bar,1,solve,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.8852275999961421,z3
plastic-bar,1,build_belts,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.47159189998637885,z3
plastic-bar,1,solve,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.805558200008818,z3
plastic-bar,1,build_belts,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.39617330000328366,z3
plastic-bar,1,solve,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.4487936999939848,z3
plastic-bar,1,build_belts,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.05548870000347961,z3
plastic-bar,1,solve,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.41474800001014955,z3
plastic-bar,1,build_belts,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.05053220000991132,z3
plastic-bar,1,solve,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.4923230999993393,z3
plastic-bar,1,build_belts,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.1797489000018686,z3
plastic-bar,1,solve,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.5219591999921249,z3
plastic-bar,1,build_belts,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.13534240001172293,z3
plastic-bar,1,solve,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.524203299995861,z3
plastic-bar,1,build_belts,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.14177100000961218,z3
plastic-bar,1,solve,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.5294206999969902,z3
plastic-bar,1,build_belts,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.1814081000047736,z3
plastic-bar,1,solve,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.4958327999920584,z3
plastic-bar,1,build_belts,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.16796390000672545,z3
plastic-bar,1,solve,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.5464972999907332,z3
plastic-bar,1,build_belts,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.18090570000640582,z3
plastic-bar,1,solve,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.4915510999999242,z3
plastic-bar,1,build_belts,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.1424090999935288,z3
plastic-bar,1,solve,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.5374449000082677,z3
plastic-bar,1,build_belts,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.1808088000107091,z3
plastic-bar,1,solve,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.5304023999924539,z3
plastic-bar,1,build_belts,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.17371550000098068,z3
plastic-bar,1,solve,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.6001087999902666,z3
plastic-bar,1,build_belts,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.14402579999295995,z3
plastic-bar,1,solve,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.6045719999965513,z3
plastic-bar,1,build_belts,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.21542500000214204,z3
plastic-bar,1,solve,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.497600999995484,z3
plastic-bar,1,solve,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.5298997999925632,z3
plastic-bar,1,build_belts,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.15139509999426082,z3
plastic-bar,1,solve,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.5316354999959003,z3
plastic-bar,1,build_belts,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.13384779999614693,z3
plastic-bar,1,solve,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.5245243999961531,z3
plastic-bar,1,build_belts,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.1379214999906253,z3
plastic-bar,1,solve,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.604931800000486,z3
plastic-bar,1,build_belts,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.15150799999537412,z3
plastic-bar,1,solve,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.5763435999979265,z3
plastic-bar,1,build_belts,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.17993769999884535,z3
plastic-bar,1,solve,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.6397809000045527,z3
plastic-bar,1,build_belts,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.18146370000613388,z3
plastic-bar,1,solve,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.34090830000059213,z3
plastic-bar,1,build_belts,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.021464300007210113,z3
plastic-bar,1,solve,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.42976179999823216,z3
plastic-bar,1,build_belts,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.027109000002383254,z3
plastic-bar,1,solve,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.4601022999995621,z3
plastic-bar,1,build_belts,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.025876600004266948,z3
plastic-bar,1,solve,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.44298709998838603,z3
plastic-bar,1,build_belts,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.03507470000477042,z3
plastic-bar,1,solve,"{'plastic-bar': 1, 'coal': 0, 'petroleum-gas': 0}",0.4880857999960426,z3
